survey_id,year,date,lat,lon,milemarker
LM_02_GCG_20190531_CS_3646_3660,2019,2019-05-31,31.58364090880287,-91.40637641268783,365.0
LM_02_GCG_20190601_CS_3590_3644,2019,2019-06-01,31.548404603896508,-91.44387548586668,362.0
LM_02_GCG_20190602_CS_3548_3588,2019,2019-06-02,31.507159388023563,-91.50221877161005,357.0
LM_02_GCG_20190603_CS_3490_3554,2019,2019-06-03,31.45047593540948,-91.50022407183546,353.0
LM_02_GCG_20190604_CS_3454_3496,2019,2019-06-04,31.389254395289772,-91.47634439492587,347.0
LM_02_GCG_20200930_CS_3555_3585_SPECIAL,2020,2020-09-30,31.511687456148564,-91.50341193818235,357.0
LM_03_KGC_20150903_CS_3778_3820,2015,2015-09-03,31.787610199876195,-91.36788168183948,380.0
LM_03_KGC_20150904_CS_3742_3776,2015,2015-09-04,31.737095716598937,-91.38241224892812,376.0
LM_03_KGC_20150905_CS_3704_3746,2015,2015-09-05,31.687351042646764,-91.39543843745132,372.0
LM_03_KGC_20150906_CS_3682_3702,2015,2015-09-06,31.63951493206965,-91.3997403451764,369.0
LM_03_KGC_20150907_CS_3660_3680,2015,2015-09-07,31.60916971863936,-91.40302347914418,367.0
LM_03_KGC_20160826_CS_3792_3820,2016,2016-08-26,31.79824877652081,-91.3606643834196,381.0
LM_03_KGC_20160827_CS_3758_3794,2016,2016-08-27,31.754910073280275,-91.37540871094652,377.0
LM_03_KGC_20160828_CS_3708_3756,2016,2016-08-28,31.699558523032657,-91.39160645550332,373.0
LM_03_KGC_20160829_CS_3660_3706,2016,2016-08-29,31.62734241496261,-91.40141073125362,368.0
LM_03_KGC_20170809_CS,2017,2017-08-09,31.78165892932269,-91.37074060426612,379.0
LM_03_KGC_20170810_CS,2017,2017-08-10,31.71512443257608,-91.38480958823384,375.0
LM_03_KGC_20170811_CS,2017,2017-08-11,31.634718640004383,-91.4012535770341,369.0
LM_03_KGC_20180830_CS_3660_3820,2018,2018-08-30,31.79762691675324,-91.3603153805388,381.0
LM_03_KGC_20180831_CS_3660_3820,2018,2018-08-31,31.768302540814425,-91.3643510793495,379.0
LM_03_KGC_20180901_CS_3660_3820,2018,2018-09-01,31.74565874727377,-91.37802560880874,377.0
LM_03_KGC_20180902_CS_3660_3820,2018,2018-09-02,31.728014727956914,-91.39300024712824,375.0
LM_03_KGC_20180903_CS_3660_3820,2018,2018-09-03,31.670394926268845,-91.39902029388264,371.0
LM_03_KGC_20180904_CS_3660_3820,2018,2018-09-04,31.61864523616485,-91.40177451919102,368.0
LM_03_KGC_20190520_CS_3798_3820,2019,2019-05-20,31.80197946984411,-91.35972012515164,381.0
LM_03_KGC_20190521_CS_3758_3796,2019,2019-05-21,31.7564730550931,-91.37211844054292,378.0
LM_03_KGC_20190522_CS_3704_3774,2019,2019-05-22,31.70771297184738,-91.39134433855295,374.0
LM_03_KGC_20190523_CS_3660_3702,2019,2019-05-23,31.624425773385905,-91.4012381987692,368.0
LM_04_GGK_20150822_CS_4048_4076,2015,2015-08-22,32.01615825629132,-91.07801665327244,406.0
LM_04_GGK_20150823_CS_3996_4046,2015,2015-08-23,31.986966428943283,-91.12982136747848,402.0
LM_04_GGK_20150824_CS_3936_3994,2015,2015-08-24,31.94024749005193,-91.19174966262096,396.0
LM_04_GGK_20150825_CS_3908_3934,2015,2015-08-25,31.887158824393435,-91.22229274189117,392.0
LM_04_GGK_20150826_CS_3862_3906,2015,2015-08-26,31.861896869203044,-91.27372884687206,388.0
LM_04_GGK_20150827_CS_3820_3860,2015,2015-08-27,31.839015471082437,-91.33561941001994,384.0
LM_04_GGK_20160816_CS_4066_4076,2016,2016-08-16,32.02434522098976,-91.07213772341989,407.0
LM_04_GGK_20160817_CS_4018_4058,2016,2016-08-17,31.99612171735095,-91.1037519095921,404.0
LM_04_GGK_20160818_CS_3958_4016,2016,2016-08-18,31.96217287623813,-91.16842756692698,398.0
LM_04_GGK_20160819_CS_3910_3956,2016,2016-08-19,31.90021843942245,-91.21424267109104,393.0
LM_04_GGK_20160820_CS_3858_3908,2016,2016-08-20,31.86349483707045,-91.27582072459226,388.0
LM_04_GGK_20160821_CS_3820_3856,2016,2016-08-21,31.83844767879508,-91.33854029626248,384.0
LM_04_GGK_20170804_CS,2017,2017-08-04,32.01592294401127,-91.07934953438507,406.0
LM_04_GGK_20170805_CS,2017,2017-08-05,31.98416788911954,-91.1353177159536,402.0
LM_04_GGK_20170806_CS,2017,2017-08-06,31.93822728367413,-91.19337747379146,396.0
LM_04_GGK_20170807_CS,2017,2017-08-07,31.882956589577503,-91.2256005498241,392.0
LM_04_GGK_20170808_CS,2017,2017-08-08,31.85988920423565,-91.27565989864316,388.0
LM_04_GGK_20170809_CS,2017,2017-08-09,31.840006960692023,-91.33056537840942,384.0
LM_04_GGK_20180820_CS_3820_4076,2018,2018-08-20,32.02872516765409,-91.0720841675692,407.0
LM_04_GGK_20180821_CS_3820_4076,2018,2018-08-21,31.999489223421865,-91.10132635996364,404.0
LM_04_GGK_20180822_CS_3820_4076,2018,2018-08-22,31.960634271762316,-91.16886858975604,398.0
LM_04_GGK_20180823_CS_3820_4076,2018,2018-08-23,31.89113431864765,-91.22433790541338,392.0
LM_04_GGK_20180824_CS_3820_4076,2018,2018-08-24,31.8602230402816,-91.29252120305844,387.0
LM_04_GGK_20180825_CS_3820_4076,2018,2018-08-25,31.83750847014773,-91.34192866532524,384.0
LM_04_GGK_20190509_CS_4034_4076,2019,2019-05-09,32.010454110409626,-91.08592592980052,406.0
LM_04_GGK_20190510_CS_3992_4032,2019,2019-05-10,31.98253527459219,-91.14363542789135,401.0
LM_04_GGK_20190513_CS_3950_3990,2019,2019-05-13,31.94808471835908,-91.18774209826135,397.0
LM_04_GGK_20190514_CS_3898_3949,2019,2019-05-14,31.889241667006928,-91.2217707007324,392.0
LM_04_GGK_20190515_CS_3850_3896,2019,2019-05-15,31.85844591073067,-91.29151333292177,387.0
LM_04_GGK_20190516_CS_3820_3848,2019,2019-05-16,31.83701374214059,-91.34262294048564,383.0
LM_05_VGG_20150819_CS_4336_4350,2015,2015-08-19,32.298569989875304,-90.92244244661606,434.0
LM_05_VGG_20150820_CS_4300_4334,2015,2015-08-20,32.27185149000194,-90.95553672608922,432.0
LM_05_VGG_20150821_CS_4276_4350,2015,2015-08-21,32.2386741416393,-90.97684263584546,429.0
LM_05_VGG_20150822_CS_4222_4274,2015,2015-08-22,32.18160603163015,-90.99160784334612,425.0
LM_05_VGG_20150823_CS_4176_4220,2015,2015-08-23,32.13019363826533,-91.0310773442404,420.0
LM_05_VGG_20150824_CS_4141_4174,2015,2015-08-24,32.19327717897535,-91.0397728972008,425.0
LM_05_VGG_20150825_CS_4106_4140,2015,2015-08-25,32.10108469862978,-91.0941510842978,412.0
LM_05_VGG_20150826_CS_4076_4104,2015,2015-08-26,32.05752963471398,-91.07056833815682,409.0
LM_05_VGG_20160819_CS_4306_4350,2016,2016-08-19,32.28282987710795,-90.94129240480936,433.0
LM_05_VGG_20160820_CS_4266_4304,2016,2016-08-20,32.23446671904046,-90.97649194791862,429.0
LM_05_VGG_20160821_CS_4216_4266,2016,2016-08-21,32.170419559033775,-90.99489029239004,424.0
LM_05_VGG_20160822_CS_4162_4214,2016,2016-08-22,32.12709100113235,-91.04588380900242,419.0
LM_05_VGG_20160823_CS_4124_4160,2016,2016-08-23,32.12665099994291,-91.10251932975628,414.0
LM_05_VGG_20160824_CS_4076_4122,2016,2016-08-24,32.06640045415465,-91.07626594342386,410.0
LM_05_VGG_20170803_CS,2017,2017-08-03,32.29566386395296,-90.9266833603394,434.0
LM_05_VGG_20170804_CS,2017,2017-08-04,32.2610626062483,-90.9613896745332,431.0
LM_05_VGG_20170805_CS,2017,2017-08-05,32.195765902921224,-90.98841850034148,426.0
LM_05_VGG_20170806_CS,2017,2017-08-06,32.133162743857206,-91.04204010093208,419.0
LM_05_VGG_20170807_CS,2017,2017-08-07,32.117870824106824,-91.0985230179454,413.0
LM_05_VGG_20170808_CS,2017,2017-08-08,32.05934703303852,-91.07041287433891,409.0
LM_05_VGG_20180724_CS_4076_4350,2018,2018-07-24,32.29106536264357,-90.93287439646068,433.0
LM_05_VGG_20180725_CS_4076_4350,2018,2018-07-25,32.26062544358949,-90.9661368408675,431.0
LM_05_VGG_20180726_CS_4076_4350,2018,2018-07-26,32.22526190486766,-90.98125318557577,428.0
LM_05_VGG_20180727_CS_4076_4350,2018,2018-07-27,32.178389808267944,-90.9946456833178,425.0
LM_05_VGG_20180728_CS_4076_4350,2018,2018-07-28,32.132792050501024,-91.02116912406692,421.0
LM_05_VGG_20180729_CS_4076_4350,2018,2018-07-29,32.1291877358868,-91.0796732398847,417.0
LM_05_VGG_20180730_CS_4076_4350,2018,2018-07-30,32.12189722060855,-91.10208921957845,414.0
LM_05_VGG_20180731_CS_4076_4350,2018,2018-07-31,32.06264502763616,-91.07229402425268,409.0
LM_05_VGG_20180801_CS_4076_4350,2018,2018-08-01,32.05932407081959,-91.08435347617171,409.0
LM_05_VGG_20190502_CS_4076_4100,2019,2019-05-02,32.05539164866207,-91.07081876933232,409.0
LM_05_VGG_20190503_CS_4102_4156,2019,2019-05-03,32.103607941730154,-91.09218298206746,412.0
LM_05_VGG_20190504_CS_4144_4196,2019,2019-05-04,32.13390968525641,-91.0745121804506,417.0
LM_05_VGG_20190505_CS_4198_4246,2019,2019-05-05,32.14901572983072,-91.010869562848,422.0
LM_05_VGG_20190506_CS_4248_4296,2019,2019-05-06,32.21738534609175,-90.98644162467777,427.0
LM_05_VGG_20190507_CS_4298_4328,2019,2019-05-07,32.268765722233084,-90.95991086931204,431.0
LM_05_VGG_20190508_CS_4330_4350,2019,2019-05-08,32.29469006626958,-90.9266178243264,434.0
LM_05_VGG_20200828_CS_4270_4295_SPECIAL,2020,2020-08-28,32.23165317292682,-90.98303589171084,428.0
LM_06_MBV_20150729_CS_4510_4530,2015,2015-07-29,32.44230105093137,-91.06333630060188,452.0
LM_06_MBV_20150730_CS_4480_4508,2015,2015-07-30,32.42711969920314,-91.0208810894615,449.0
LM_06_MBV_20150803_CS_4450_4478,2015,2015-08-03,32.398507753584944,-90.99683668993184,446.0
LM_06_MBV_20150804_CS_4414_4448,2015,2015-08-04,32.3605688666319,-90.98943539653123,443.0
LM_06_MBV_20150808_CS_MB_4408_4412,2015,2015-08-08,32.346073087473314,-90.96208749942006,441.0
LM_06_MBV_20150808_CS_MB_4412_4417,2015,2015-08-08,32.34718992228531,-90.9682624126661,441.0
LM_06_MBV_20150809_CS_MB_4397_4402,2015,2015-08-09,32.34193033251871,-90.94553088017985,440.0
LM_06_MBV_20150809_CS_MB_4402_4407,2015,2015-08-09,32.343553277205984,-90.95378690339716,440.0
LM_06_MBV_20150810_CS_MB_4392_4397,2015,2015-08-10,32.341334103808784,-90.93748042280632,439.0
LM_06_MBV_20150811_CS_MB_4387_4392,2015,2015-08-11,32.34061234433221,-90.92919626764493,439.0
LM_06_MBV_20150812_CS_MB_4382_4387,2015,2015-08-12,32.34023246489455,-90.92067977287896,438.0
LM_06_MBV_20150813_CS_MB_4372_4377,2015,2015-08-13,32.335780071260665,-90.90468270786,437.0
LM_06_MBV_20150813_CS_MB_4377_4382,2015,2015-08-13,32.339592332222054,-90.91148531467316,438.0
LM_06_MBV_20150814_CS_MB_4367_4372,2015,2015-08-14,32.33062447478265,-90.9023764450105,437.0
LM_06_MBV_20150817_CS_MB_4357_4362,2015,2015-08-17,32.31713582572034,-90.9046920119518,436.0
LM_06_MBV_20150817_CS_MB_4362_4367,2015,2015-08-17,32.32361339213092,-90.90130150501842,436.0
LM_06_MBV_20150818_CS_MB_4347_4352,2015,2015-08-18,32.30676455123967,-90.91230662928844,435.0
LM_06_MBV_20150818_CS_MB_4352_4357,2015,2015-08-18,32.31119527648295,-90.90888668205542,435.0
LM_06_MBV_20160801_CS_MB_4412_4414,2016,2016-08-01,32.347008339440066,-90.96841466087544,441.0
LM_06_MBV_20160802_CS_MB_4402_4407,2016,2016-08-02,32.343496566287946,-90.95380451296988,440.0
LM_06_MBV_20160802_CS_MB_4407_4412,2016,2016-08-02,32.34631320697046,-90.96203378193412,441.0
LM_06_MBV_20160803_CS_MB_4397_4402,2016,2016-08-03,32.341871671458726,-90.9454735384354,440.0
LM_06_MBV_20160804_CS_MB_4392_4397,2016,2016-08-04,32.34132890182335,-90.93746415415356,439.0
LM_06_MBV_20160805_CS_MB_4387_4392,2016,2016-08-05,32.340606939187246,-90.92927510726142,439.0
LM_06_MBV_20160806_CS_MB_4382_4387,2016,2016-08-06,32.340311869214815,-90.92025956099496,438.0
LM_06_MBV_20160807_CS_4514_4530,2016,2016-08-07,32.44283953012243,-91.06656181227812,452.0
LM_06_MBV_20160807_CS_MB_4377_4382,2016,2016-08-07,32.339477840542536,-90.91121156865766,438.0
LM_06_MBV_20160808_CS_4462_4512,2016,2016-08-08,32.41811151974802,-91.01907829572453,449.0
LM_06_MBV_20160808_CS_MB_4367_4372,2016,2016-08-08,32.33053216334575,-90.90225873755072,437.0
LM_06_MBV_20160808_CS_MB_4372_4377,2016,2016-08-08,32.335725471773145,-90.9045915192176,437.0
LM_06_MBV_20160809_CS_4414_4460,2016,2016-08-09,32.369103050253315,-90.98929046657096,445.0
LM_06_MBV_20160809_CS_MB_4352_4357,2016,2016-08-09,32.31097801179955,-90.90845558596612,435.0
LM_06_MBV_20160809_CS_MB_4357_4362,2016,2016-08-09,32.316923845994374,-90.90417482860224,436.0
LM_06_MBV_20160809_CS_MB_4362_4367,2016,2016-08-09,32.3233781498488,-90.90129904305964,436.0
LM_06_MBV_20160810_CS_MB_4350_4352,2016,2016-08-10,32.30662537456987,-90.91248965699906,435.0
LM_06_MBV_20170714_CS_MB_44075_44125,2017,2017-07-14,32.346237698814164,-90.9619427028076,441.0
LM_06_MBV_20170714_CS_MB_44125_44150,2017,2017-07-14,32.34716290089323,-90.96874296652943,441.0
LM_06_MBV_20170715_CS_MB_44025_44075,2017,2017-07-15,32.343610127759575,-90.9539739637532,440.0
LM_06_MBV_20170718_CS_MB_43475_43525,2017,2017-07-18,32.30680912786077,-90.91208733316496,435.0
LM_06_MBV_20170718_CS_MB_43975_44025,2017,2017-07-18,32.34188869152079,-90.94561033567372,440.0
LM_06_MBV_20170719_CS_MB_43525_43575,2017,2017-07-19,32.3123160769242,-90.90747202421537,436.0
LM_06_MBV_20170719_CS_MB_43575_43625,2017,2017-07-19,32.3182646867084,-90.90381655575226,436.0
LM_06_MBV_20170719_CS_MB_43925_43975,2017,2017-07-19,32.34136567524992,-90.9373538427504,439.0
LM_06_MBV_20170720_CS_MB_43625_43675,2017,2017-07-20,32.324877510947225,-90.90133328714997,437.0
LM_06_MBV_20170720_CS_MB_43825_43875,2017,2017-07-20,32.33734203982695,-90.90406720358864,437.0
LM_06_MBV_20170720_CS_MB_43875_43925,2017,2017-07-20,32.34078424115634,-90.92922815294664,439.0
LM_06_MBV_20170721_CS_MB_43675_43725,2017,2017-07-21,32.33159787458051,-90.90498100374536,437.0
LM_06_MBV_20170721_CS_MB_43725_43775,2017,2017-07-21,32.33734203982695,-90.90406720358864,437.0
LM_06_MBV_20170721_CS_MB_43755_43825,2017,2017-07-21,32.33734203982695,-90.90406720358864,437.0
LM_06_MBV_20170804_CS,2017,2017-08-04,32.43763843525068,-91.04656848597412,451.0
LM_06_MBV_20170805_CS,2017,2017-08-05,32.39268516849321,-91.00145974045712,446.0
LM_06_MBV_20170806_CS,2017,2017-08-06,32.35160003852227,-90.9848915534167,442.0
LM_06_MBV_20180708_CS_4414_4530,2018,2018-07-08,32.44673821720534,-91.07359547698792,453.0
LM_06_MBV_20180709_CS_4414_4530,2018,2018-07-09,32.42632508295441,-91.02873611276934,450.0
LM_06_MBV_20180710_CS_4414_4530,2018,2018-07-10,32.37853265982268,-90.99795052702213,445.0
LM_06_MBV_20180723_CS_4414_4530,2018,2018-07-23,32.34887816199633,-90.97982180141749,442.0
LM_06_MBV_20180801_CS_MB_4405_4410,2018,2018-08-01,32.34642095476265,-90.96219522830926,441.0
LM_06_MBV_20180801_CS_MB_4410_4415,2018,2018-08-01,32.34709419201282,-90.9687959419912,441.0
LM_06_MBV_20180802_CS_MB_4400_4405,2018,2018-08-02,32.34522062658348,-90.95355606642096,440.0
LM_06_MBV_20180803_CS_MB_4395_4400,2018,2018-08-03,32.34541854381181,-90.94451629344697,440.0
LM_06_MBV_20180805_CS_MB_4390_4395,2018,2018-08-05,32.341408193695415,-90.93911778342476,440.0
LM_06_MBV_20180808_CS_MB_4385_4390,2018,2018-08-08,32.340571163118106,-90.93147159574362,439.0
LM_06_MBV_20180809_CS_MB_4380_4385,2018,2018-08-09,32.34005353763316,-90.9229358122613,439.0
LM_06_MBV_20180811_CS_MB_4375_4380,2018,2018-08-11,32.33935028114036,-90.9111851510488,438.0
LM_06_MBV_20180813_CS_MB_4365_4370,2018,2018-08-13,32.33045031323131,-90.90228453221576,437.0
LM_06_MBV_20180813_CS_MB_4370_4375,2018,2018-08-13,32.335730745320696,-90.9044541918221,437.0
LM_06_MBV_20180814_CS_MB_4360_4365,2018,2018-08-14,32.32346192616246,-90.90099667348426,436.0
LM_06_MBV_20180815_CS_MB_4350_4355,2018,2018-08-15,32.310994813478864,-90.90825847964906,435.0
LM_06_MBV_20180815_CS_MB_4355_4360,2018,2018-08-15,32.31699972890734,-90.90397687859424,436.0
LM_06_MBV_20180816_CS_MB_4345_4350,2018,2018-08-16,32.306697161705074,-90.91243785769193,435.0
LM_06_MBV_20190427_CS_4474_4530,2019,2019-04-27,32.42943329654052,-91.03624656566376,450.0
LM_06_MBV_20190428_CS_4414_4472,2019,2019-04-28,32.37676502073776,-90.98922301835944,445.0
LM_06_MBV_20190706_CS_MB_4400_4405,2019,2019-07-06,32.34364195568283,-90.95385607966702,440.0
LM_06_MBV_20190706_CS_MB_4405_4414,2019,2019-07-06,32.346332877635994,-90.96375478438308,441.0
LM_06_MBV_20190707_CS_MB_4390_4395,2019,2019-07-07,32.34135331034744,-90.93740815695128,439.0
LM_06_MBV_20190708_CS_MB_4395_4400,2019,2019-07-08,32.34192920724487,-90.94540870087695,440.0
LM_06_MBV_20190709_CS_MB_4385_4390,2019,2019-07-09,32.34064921999088,-90.9292664553346,439.0
LM_06_MBV_20190715_CS_MB_4380_4385,2019,2019-07-15,32.340318374046355,-90.92019587381716,438.0
LM_06_MBV_20190716_CS_MB_4375_4380,2019,2019-07-16,32.33944711876611,-90.91101599178523,438.0
LM_06_MBV_20190717_CS_MB_4370_4375,2019,2019-07-17,32.33577508767805,-90.90431069008,437.0
LM_06_MBV_20190718_CS_MB_4365_4370,2019,2019-07-18,32.33056292255004,-90.90232199214115,437.0
LM_06_MBV_20190719_CS_MB_4355_4360,2019,2019-07-19,32.31693864185649,-90.90486646777325,436.0
LM_06_MBV_20190719_CS_MB_4360_4365,2019,2019-07-19,32.323501633331176,-90.9018358906872,436.0
LM_06_MBV_20190720_CS_MB_4345_4350,2019,2019-07-20,32.3072964776266,-90.91197399810191,435.0
LM_06_MBV_20190720_CS_MB_4350_4355,2019,2019-07-20,32.31148521889423,-90.90829697790612,435.0
LM_07_FMB_20150708_CS_MB_4718_4723,2015,2015-07-08,32.67148121531689,-91.10814759756812,472.0
LM_07_FMB_20150709_CS_MB_4708_4713,2015,2015-07-09,32.665972738758164,-91.12270707092424,471.0
LM_07_FMB_20150709_CS_MB_4713_4718,2015,2015-07-09,32.66923515906811,-91.11519437507889,471.0
LM_07_FMB_20150715_CS_MB_4698_4703,2015,2015-07-15,32.65362612316031,-91.13313249041614,470.0
LM_07_FMB_20150716_CS_MB_4693_4698,2015,2015-07-16,32.659488627067034,-91.1467930012682,470.0
LM_07_FMB_20150722_CS_4780_4786,2015,2015-07-22,32.72852613189835,-91.06881653262998,478.0
LM_07_FMB_20150723_CS_4720_4778,2015,2015-07-23,32.70004823162599,-91.0767313941012,475.0
LM_07_FMB_20150723_CS_MB_4683_4688,2015,2015-07-23,32.64823320136577,-91.15013597626522,469.0
LM_07_FMB_20150724_CS_4668_4676,2015,2015-07-24,32.62041386402083,-91.14828151136255,467.0
LM_07_FMB_20150724_CS_MB_4688_4693,2015,2015-07-24,32.64242410482374,-91.1406838212202,469.0
LM_07_FMB_20150726_CS_MB_4678_4683,2015,2015-07-26,32.63109065351899,-91.14980247639056,468.0
LM_07_FMB_20150727_CS_4646_4666,2015,2015-07-27,32.600395819945014,-91.13917040624304,465.0
LM_07_FMB_20150727_CS_MB_4673_4678,2015,2015-07-27,32.62739378749106,-91.15049604485152,468.0
LM_07_FMB_20150729_CS_4594_4644,2015,2015-07-29,32.55762610828448,-91.11273620894572,462.0
LM_07_FMB_20150730_CS_4546_4592,2015,2015-07-30,32.49304683853734,-91.10796599557234,457.0
LM_07_FMB_20150801_CS_4530_4544,2015,2015-08-01,32.45367902648745,-91.08736172545994,454.0
LM_07_FMB_20160713_CS_MB_4713_4718,2016,2016-07-13,32.66928328188136,-91.11484288663326,471.0
LM_07_FMB_20160713_CS_MB_4718_4720,2016,2016-07-13,32.67148380517939,-91.10822774785692,472.0
LM_07_FMB_20160714_CS_MB_4708_4713,2016,2016-07-14,32.66783605977051,-91.12682071373764,471.0
LM_07_FMB_20160715_CS_MB_4703_4708,2016,2016-07-15,32.665015089281745,-91.133701173169,470.0
LM_07_FMB_20160717_CS_MB_4698_4703,2016,2016-07-17,32.66699876028109,-91.14586257370811,470.0
LM_07_FMB_20160718_CS_MB_4693_4698,2016,2016-07-18,32.66366861718445,-91.1544777122716,470.0
LM_07_FMB_20160719_CS_MB_4683_4688,2016,2016-07-19,32.64120369047078,-91.14912019471176,469.0
LM_07_FMB_20160719_CS_MB_4688_4693,2016,2016-07-19,32.652959352520504,-91.15572866498958,469.0
LM_07_FMB_20160729_CS_4738_4786,2016,2016-07-29,32.7079236003794,-91.06334220032888,476.0
LM_07_FMB_20160729_CS_MB_4678_4683,2016,2016-07-29,32.63215280173189,-91.14826476521348,468.0
LM_07_FMB_20160730_CS_4662_4736,2016,2016-07-30,32.64505033878374,-91.1180029185382,470.0
LM_07_FMB_20160730_CS_MB_4673_4678,2016,2016-07-30,32.62553673471396,-91.14898105094603,468.0
LM_07_FMB_20160731_CS_4608_4660,2016,2016-07-31,32.57541886344871,-91.12148048749528,464.0
LM_07_FMB_20160801_CS_4558_4606,2016,2016-08-01,32.50807796518071,-91.10764794143324,458.0
LM_07_FMB_20160802_CS_4530_4556,2016,2016-08-02,32.461300541542926,-91.0939016500406,454.0
LM_07_FMB_20170630_CS_MB_47175_47200,2017,2017-06-30,32.671545700561225,-91.10808325875692,472.0
LM_07_FMB_20170701_CS_MB_47125_47175,2017,2017-07-01,32.66927625437626,-91.11470597685825,471.0
LM_07_FMB_20170702_CS_MB_47075_47125,2017,2017-07-02,32.66611372110592,-91.12249651152122,471.0
LM_07_FMB_20170706_CS_MB_46975_47025,2017,2017-07-06,32.65382315611235,-91.1330776309334,470.0
LM_07_FMB_20170708_CS_MB_46875_46925,2017,2017-07-08,32.64243550102484,-91.1406304186249,469.0
LM_07_FMB_20170710_CS_MB_47025_47075,2017,2017-07-10,32.665620932541984,-91.1382392360762,470.0
LM_07_FMB_20170711_CS_MB_46925_46975,2017,2017-07-11,32.65947722687056,-91.14662656655284,470.0
LM_07_FMB_20170713_CS_MB_46825_46875,2017,2017-07-13,32.64685337121044,-91.14985965768308,469.0
