survey_id,date,year,mile,method,station_id,station_ft,width_ft,flag,lon,lat
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,31,3051.2,994.4,ok,-90.587416,34.610172
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,32,3149.6,982.8,ok,-90.587548,34.610419
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,33,3248.0,941.1,ok,-90.58768,34.610666
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,34,3346.5,945.0,ok,-90.587812,34.610914
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,35,3444.9,1009.5,ok,-90.587944,34.611161
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,36,3543.3,936.0,ok,-90.588018,34.611424
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,37,3641.7,870.3,ok,-90.588084,34.611689
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,38,3740.2,866.8,ok,-90.588193,34.611941
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,39,3838.6,870.4,ok,-90.588334,34.612186
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,40,3937.0,894.2,ok,-90.588474,34.61243
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,41,4035.4,1109.2,ok,-90.588788,34.612504
LM_18_FRI_20210326_CS_671_STF_SORT,2021-03-26 00:00:00+00:00,2021,671.0,blob,42,4133.9,854.5,ok,-90.58907,34.612628
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,0,0.0,916.7,ok,-89.936735,35.664656
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,1,98.4,1063.2,ok,-89.9367,35.664923
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,2,196.9,885.7,ok,-89.936734,35.66517
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,3,295.3,859.4,ok,-89.936933,35.665386
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,4,393.7,874.0,ok,-89.937132,35.665602
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,5,492.1,857.7,ok,-89.937311,35.665828
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,6,590.6,937.2,ok,-89.937466,35.666067
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,7,689.0,846.4,ok,-89.937622,35.666306
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,8,787.4,877.4,ok,-89.937777,35.666544
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,9,885.8,925.0,ok,-89.937937,35.666781
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,10,984.3,892.9,ok,-89.938134,35.666998
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,11,1082.7,798.6,ok,-89.938331,35.667215
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,12,1181.1,798.0,ok,-89.938516,35.667438
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,13,1279.5,876.0,ok,-89.938668,35.667678
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,14,1378.0,828.1,ok,-89.938821,35.667918
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,15,1476.4,932.2,ok,-89.938973,35.668158
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,16,1574.8,909.3,ok,-89.939126,35.668398
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,17,1673.2,880.6,ok,-89.939279,35.668638
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,18,1771.7,811.3,ok,-89.939431,35.668878
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,19,1870.1,836.3,ok,-89.939598,35.66911
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,20,1968.5,875.5,ok,-89.939786,35.669333
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,21,2066.9,895.0,ok,-89.939973,35.669556
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,22,2165.4,902.1,ok,-89.94016,35.669779
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,23,2263.8,879.8,ok,-89.940348,35.670002
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,24,2362.2,882.2,ok,-89.940535,35.670224
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,25,2460.6,801.3,ok,-89.940723,35.670447
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,26,2559.1,842.3,ok,-89.94091,35.67067
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,27,2657.5,857.4,ok,-89.941098,35.670893
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,28,2755.9,874.4,ok,-89.941281,35.671118
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,29,2854.3,846.9,ok,-89.941434,35.671357
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,30,2952.8,838.2,ok,-89.941611,35.671584
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,31,3051.2,879.8,ok,-89.941819,35.671794
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,32,3149.6,833.1,ok,-89.942028,35.672004
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,33,3248.0,843.8,ok,-89.942236,35.672214
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,34,3346.5,827.3,ok,-89.942445,35.672424
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,35,3444.9,432.9,ok,-89.942671,35.672621
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,36,3543.3,816.3,ok,-89.942907,35.67281
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,37,3641.7,462.3,ok,-89.943221,35.672895
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,38,3740.2,340.9,ok,-89.943536,35.672978
LM_23_OSC_20210521_CS_784_LBL_SORT,2021-05-21 00:00:00+00:00,2021,784.0,blob,39,3838.6,396.5,ok,-89.943851,35.673062
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,0,0.0,1139.7,ok,-90.257791,38.533255
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,1,98.4,922.7,ok,-90.258107,38.533159
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,2,196.9,935.0,ok,-90.258245,38.532911
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,3,295.3,879.8,ok,-90.258382,38.532664
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,4,393.7,931.6,ok,-90.258541,38.532425
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,5,492.1,934.1,ok,-90.258727,38.532197
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,6,590.6,604.1,ok,-90.258913,38.53197
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,7,689.0,646.8,ok,-90.259003,38.531714
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,8,787.4,847.3,ok,-90.259059,38.531447
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,9,885.8,771.4,ok,-90.259191,38.531198
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,10,984.3,462.4,ok,-90.259325,38.530949
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,11,1082.7,735.9,ok,-90.259458,38.5307
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,12,1181.1,711.3,ok,-90.259591,38.530451
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,13,1279.5,483.3,ok,-90.259751,38.530214
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,14,1378.0,745.1,ok,-90.25996,38.53
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,15,1476.4,851.4,ok,-90.260225,38.529827
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,16,1574.8,639.1,ok,-90.260489,38.529654
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,17,1673.2,394.1,ok,-90.260753,38.529481
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,18,1771.7,791.8,ok,-90.260987,38.529284
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,19,1870.1,693.1,ok,-90.261201,38.529073
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,20,1968.5,789.3,ok,-90.261442,38.528884
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,21,2066.9,1058.8,ok,-90.261723,38.528729
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,22,2165.4,484.4,ok,-90.262005,38.528573
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,23,2263.8,445.5,ok,-90.262269,38.528404
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,24,2362.2,353.9,ok,-90.26247,38.528185
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,25,2460.6,370.4,ok,-90.262628,38.527949
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,26,2559.1,413.8,ok,-90.262731,38.527691
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,27,2657.5,564.1,ok,-90.262794,38.527429
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,28,2755.9,726.9,ok,-90.262787,38.527159
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,29,2854.3,1094.1,ok,-90.26278,38.526889
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,30,2952.8,740.3,ok,-90.262939,38.526664
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,31,3051.2,589.7,ok,-90.263159,38.526457
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,32,3149.6,581.0,ok,-90.263379,38.526249
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,33,3248.0,553.0,ok,-90.263599,38.526041
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,34,3346.5,506.5,ok,-90.26377,38.525807
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,35,3444.9,565.1,ok,-90.263892,38.525558
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,36,3543.3,464.0,ok,-90.26395,38.525292
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,37,3641.7,467.1,ok,-90.264016,38.525028
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,38,3740.2,625.6,ok,-90.264174,38.524788
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,39,3838.6,509.6,ok,-90.264332,38.524548
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,40,3937.0,546.4,ok,-90.26449,38.524308
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,41,4035.4,581.4,ok,-90.264514,38.524039
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,42,4133.9,781.3,ok,-90.264536,38.523769
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,43,4232.3,766.5,ok,-90.264559,38.523499
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,44,4330.7,754.3,ok,-90.264767,38.523301
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,45,4429.1,499.6,ok,-90.265023,38.523121
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,46,4527.6,580.9,ok,-90.265274,38.522937
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,47,4626.0,489.1,ok,-90.26543,38.522696
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,48,4724.4,529.6,ok,-90.265586,38.522455
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,49,4822.8,721.1,ok,-90.265699,38.522202
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,50,4921.3,1651.9,ok,-90.26563,38.521984
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,51,5019.7,559.6,ok,-90.265464,38.521752
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,52,5118.1,586.9,ok,-90.265315,38.521509
UM_SL_ILC_20260708_BD_2,2026-07-08 00:00:00+00:00,2026,172.0,blob,53,5216.5,437.0,ok,-90.265166,38.521265
UM_SL_ILC_20260708_BD_3,2026-07-08 00:00:00+00:00,2026,171.0,blob,0,0.0,1164.9,ok,-90.266703,38.519731
UM_SL_ILC_20260708_BD_3,2026-07-08 00:00:00+00:00,2026,171.0,blob,1,98.4,758.7,ok,-90.266794,38.519479
UM_SL_ILC_20260708_BD_3,2026-07-08 00:00:00+00:00,2026,171.0,blob,2,196.9,813.3,ok,-90.266858,38.519213
UM_SL_ILC_20260708_BD_3,2026-07-08 00:00:00+00:00,2026,171.0,blob,3,295.3,1084.1,ok,-90.26686,38.518943
UM_SL_ILC_20260708_BD_3,2026-07-08 00:00:00+00:00,2026,171.0,blob,4,393.7,1146.1,ok,-90.266862,38.518673
UM_SL_ILC_20260708_BD_3,2026-07-08 00:00:00+00:00,2026,171.0,blob,5,492.1,883.5,ok,-90.26704,38.518449
UM_SL_ILC_20260708_BD_3,2026-07-08 00:00:00+00:00,2026,171.0,blob,6,590.6,805.9,ok,-90.267245,38.518232
